id_sample_to_clone,id_sample_to_compare,text
crema-d_1076_sadness_IOMXX,crema-d_1076_sadness_IOMXX,I would like a new alarm clock.
crema-d_1076_sadness_ITHXX,crema-d_1076_sadness_ITHXX,The airplane is almost full.
crema-d_1076_sadness_ITSXX,crema-d_1076_sadness_ITSXX,I'm on my way to the meeting.
crema-d_1076_sadness_IWLXX,crema-d_1076_sadness_IWLXX,The airplane is almost full.
crema-d_1076_sadness_IWWXX,crema-d_1076_sadness_MTIXX,The airplane is almost full.
crema-d_1076_sadness_MTIXX,crema-d_1076_sadness_MTIXX,We'll stop in a couple of minutes.
crema-d_1076_sadness_TAIXX,crema-d_1076_sadness_TAIXX,I'm on my way to the meeting.
crema-d_1076_sadness_TIEXX,crema-d_1076_sadness_TIEXX,The surface is slick.
crema-d_1076_sadness_TSIXX,crema-d_1076_sadness_TSIXX,I think I've seen this before.
crema-d_1076_sadness_WSIXX,crema-d_1076_sadness_WSIXX,I wonder what this is about.
crema-d_1077_anger_DFAXX,crema-d_1077_anger_DFAXX,I think I have a doctor's appointment.
crema-d_1077_anger_IEOHI,crema-d_1077_anger_IEOMD,That is exactly what happened.
crema-d_1077_anger_IEOLO,crema-d_1077_anger_IEOMD,I wonder what this is about.
crema-d_1077_anger_IEOMD,crema-d_1077_anger_IEOMD,Don't forget a jacket.
crema-d_1077_anger_IOMXX,crema-d_1077_anger_IOMXX,The surface is slick.
crema-d_1077_anger_ITHXX,crema-d_1077_anger_ITHXX,The surface is slick.
crema-d_1077_anger_ITSXX,crema-d_1077_anger_ITSXX,The surface is slick.
crema-d_1077_anger_IWLXX,crema-d_1077_anger_IWLXX,I think I've seen this before.
crema-d_1077_anger_IWWXX,crema-d_1077_anger_IWWXX,The airplane is almost full.
crema-d_1077_anger_MTIXX,crema-d_1077_anger_MTIXX,We'll stop in a couple of minutes.
crema-d_1077_anger_TAIXX,crema-d_1077_anger_TAIXX,We'll stop in a couple of minutes.
crema-d_1077_anger_TIEXX,crema-d_1077_anger_TIEXX,I'm on my way to the meeting.
crema-d_1077_anger_TSIXX,crema-d_1077_anger_TSIXX,I would like a new alarm clock.
crema-d_1077_anger_WSIXX,crema-d_1077_anger_WSIXX,Don't forget a jacket.
crema-d_1077_disgust_DFAXX,crema-d_1077_disgust_DFAXX,That is exactly what happened.
crema-d_1077_disgust_IEOHI,crema-d_1077_disgust_IEOMD,I think I have a doctor's appointment.
crema-d_1077_disgust_IEOLO,crema-d_1077_disgust_IEOMD,The airplane is almost full.
crema-d_1077_disgust_IEOMD,crema-d_1077_disgust_IEOMD,I would like a new alarm clock.
crema-d_1077_disgust_IOMXX,crema-d_1077_disgust_IOMXX,That is exactly what happened.
crema-d_1077_disgust_ITHXX,crema-d_1077_disgust_ITHXX,I'm on my way to the meeting.
crema-d_1077_disgust_ITSXX,crema-d_1077_disgust_ITSXX,It's eleven o'clock.
crema-d_1077_disgust_IWLXX,crema-d_1077_disgust_IWLXX,Don't forget a jacket.
crema-d_1077_disgust_IWWXX,crema-d_1077_disgust_IWWXX,I think I've seen this before.
crema-d_1077_disgust_MTIXX,crema-d_1077_disgust_MTIXX,We'll stop in a couple of minutes.
crema-d_1077_disgust_TAIXX,crema-d_1077_disgust_TAIXX,That is exactly what happened.
crema-d_1077_disgust_TIEXX,crema-d_1077_disgust_TIEXX,I'm on my way to the meeting.
crema-d_1077_disgust_TSIXX,crema-d_1077_disgust_TSIXX,I'm on my way to the meeting.
crema-d_1077_disgust_WSIXX,crema-d_1077_disgust_WSIXX,I'm on my way to the meeting.
crema-d_1077_fear_DFAXX,crema-d_1077_fear_DFAXX,The surface is slick.
crema-d_1077_fear_IEOHI,crema-d_1077_fear_IEOMD,I think I've seen this before.
crema-d_1077_fear_IEOLO,crema-d_1077_fear_IEOMD,The surface is slick.
crema-d_1077_fear_IEOMD,crema-d_1077_fear_IEOMD,That is exactly what happened.
crema-d_1077_fear_IOMXX,crema-d_1077_fear_IOMXX,The surface is slick.
crema-d_1077_fear_ITHXX,crema-d_1077_fear_ITHXX,The surface is slick.
crema-d_1077_fear_ITSXX,crema-d_1077_fear_ITSXX,It's eleven o'clock.
crema-d_1077_fear_IWLXX,crema-d_1077_fear_IWLXX,The surface is slick.
crema-d_1077_fear_IWWXX,crema-d_1077_fear_IWWXX,It's eleven o'clock.
crema-d_1077_fear_MTIXX,crema-d_1077_fear_MTIXX,I think I have a doctor's appointment.
crema-d_1077_fear_TAIXX,crema-d_1077_fear_TAIXX,I think I've seen this before.
crema-d_1077_fear_TIEXX,crema-d_1077_fear_TIEXX,The airplane is almost full.
crema-d_1077_fear_TSIXX,crema-d_1077_fear_TSIXX,I think I have a doctor's appointment.
crema-d_1077_fear_WSIXX,crema-d_1077_fear_WSIXX,I wonder what this is about.
crema-d_1077_happiness_DFAXX,crema-d_1077_happiness_DFAXX,I'm on my way to the meeting.
crema-d_1077_happiness_IEOHI,crema-d_1077_happiness_IEOMD,I wonder what this is about.
crema-d_1077_happiness_IEOLO,crema-d_1077_happiness_IEOMD,Maybe tomorrow it will be cold.
crema-d_1077_happiness_IEOMD,crema-d_1077_happiness_IEOMD,We'll stop in a couple of minutes.
crema-d_1077_happiness_IOMXX,crema-d_1077_happiness_IOMXX,The surface is slick.
crema-d_1077_happiness_ITHXX,crema-d_1077_happiness_ITHXX,It's eleven o'clock.
crema-d_1077_happiness_ITSXX,crema-d_1077_happiness_ITSXX,I think I have a doctor's appointment.
crema-d_1077_happiness_IWLXX,crema-d_1077_happiness_IWLXX,I think I've seen this before.
crema-d_1077_happiness_IWWXX,crema-d_1077_happiness_IWWXX,I would like a new alarm clock.
crema-d_1077_happiness_MTIXX,crema-d_1077_happiness_MTIXX,I think I have a doctor's appointment.
crema-d_1077_happiness_TAIXX,crema-d_1077_happiness_TAIXX,I would like a new alarm clock.
crema-d_1077_happiness_TIEXX,crema-d_1077_happiness_TIEXX,I think I've seen this before.
crema-d_1077_happiness_TSIXX,crema-d_1077_happiness_TSIXX,I would like a new alarm clock.
crema-d_1077_happiness_WSIXX,crema-d_1077_happiness_WSIXX,I'm on my way to the meeting.
crema-d_1077_neutral_DFAXX,crema-d_1077_neutral_DFAXX,I'm on my way to the meeting.
crema-d_1077_neutral_IEOXX,crema-d_1077_neutral_IEOXX,I'm on my way to the meeting.
crema-d_1077_neutral_IOMXX,crema-d_1077_neutral_IOMXX,The airplane is almost full.
crema-d_1077_neutral_ITHXX,crema-d_1077_neutral_ITHXX,Don't forget a jacket.
crema-d_1077_neutral_ITSXX,crema-d_1077_neutral_ITSXX,It's eleven o'clock.
crema-d_1077_neutral_IWLXX,crema-d_1077_neutral_IWLXX,I'm on my way to the meeting.
crema-d_1077_neutral_IWWXX,crema-d_1077_neutral_IWWXX,That is exactly what happened.
crema-d_1077_neutral_MTIXX,crema-d_1077_neutral_MTIXX,Don't forget a jacket.
crema-d_1077_neutral_TAIXX,crema-d_1077_neutral_TAIXX,We'll stop in a couple of minutes.
crema-d_1077_neutral_TIEXX,crema-d_1077_neutral_TIEXX,It's eleven o'clock.
crema-d_1077_neutral_TSIXX,crema-d_1077_neutral_TSIXX,I wonder what this is about.
crema-d_1077_neutral_WSIXX,crema-d_1077_neutral_WSIXX,The surface is slick.
crema-d_1077_sadness_DFAXX,crema-d_1077_sadness_DFAXX,Maybe tomorrow it will be cold.
crema-d_1077_sadness_IEOHI,crema-d_1077_sadness_IEOMD,The airplane is almost full.
crema-d_1077_sadness_IEOLO,crema-d_1077_sadness_IEOMD,The airplane is almost full.
crema-d_1077_sadness_IEOMD,crema-d_1077_sadness_IEOMD,The airplane is almost full.
crema-d_1077_sadness_IOMXX,crema-d_1077_sadness_IOMXX,Don't forget a jacket.
crema-d_1077_sadness_ITHXX,crema-d_1077_sadness_ITHXX,I'm on my way to the meeting.
crema-d_1077_sadness_ITSXX,crema-d_1077_sadness_ITSXX,It's eleven o'clock.
crema-d_1077_sadness_IWLXX,crema-d_1077_sadness_IWLXX,We'll stop in a couple of minutes.
crema-d_1077_sadness_IWWXX,crema-d_1077_sadness_IWWXX,I would like a new alarm clock.
crema-d_1077_sadness_MTIXX,crema-d_1077_sadness_MTIXX,The surface is slick.
crema-d_1077_sadness_TAIXX,crema-d_1077_sadness_TAIXX,The surface is slick.
crema-d_1077_sadness_TIEXX,crema-d_1077_sadness_TIEXX,I wonder what this is about.
crema-d_1077_sadness_TSIXX,crema-d_1077_sadness_TSIXX,I wonder what this is about.
crema-d_1077_sadness_WSIXX,crema-d_1077_sadness_WSIXX,I think I've seen this before.
crema-d_1078_anger_DFAXX,crema-d_1078_anger_DFAXX,It's eleven o'clock.
crema-d_1078_anger_IEOHI,crema-d_1078_anger_IEOMD,Maybe tomorrow it will be cold.
crema-d_1078_anger_IEOLO,crema-d_1078_anger_IEOMD,The surface is slick.
crema-d_1078_anger_IEOMD,crema-d_1078_anger_IEOMD,I think I have a doctor's appointment.
crema-d_1078_anger_IOMXX,crema-d_1078_anger_IOMXX,I wonder what this is about.
crema-d_1078_anger_ITHXX,crema-d_1078_anger_ITHXX,That is exactly what happened.
crema-d_1078_anger_ITSXX,crema-d_1078_anger_ITSXX,Don't forget a jacket.
crema-d_1078_anger_IWLXX,crema-d_1078_anger_IWLXX,Don't forget a jacket.
crema-d_1078_anger_IWWXX,crema-d_1078_anger_IWWXX,We'll stop in a couple of minutes.
crema-d_1078_anger_MTIXX,crema-d_1078_anger_MTIXX,Don't forget a jacket.
crema-d_1078_anger_TAIXX,crema-d_1078_anger_TAIXX,I think I've seen this before.
crema-d_1078_anger_TIEXX,crema-d_1078_anger_TIEXX,Don't forget a jacket.
crema-d_1078_anger_TSIXX,crema-d_1078_anger_TSIXX,We'll stop in a couple of minutes.
crema-d_1078_anger_WSIXX,crema-d_1078_anger_WSIXX,The airplane is almost full.
crema-d_1078_disgust_DFAXX,crema-d_1078_disgust_DFAXX,The airplane is almost full.
crema-d_1078_disgust_IEOHI,crema-d_1078_disgust_IEOMD,We'll stop in a couple of minutes.
crema-d_1078_disgust_IEOLO,crema-d_1078_disgust_IEOMD,That is exactly what happened.
crema-d_1078_disgust_IEOMD,crema-d_1078_disgust_IEOMD,The airplane is almost full.
crema-d_1078_disgust_IOMXX,crema-d_1078_disgust_IOMXX,We'll stop in a couple of minutes.
crema-d_1078_disgust_ITHXX,crema-d_1078_disgust_ITHXX,That is exactly what happened.
crema-d_1078_disgust_ITSXX,crema-d_1078_disgust_ITSXX,That is exactly what happened.
crema-d_1078_disgust_IWLXX,crema-d_1078_disgust_IWLXX,That is exactly what happened.
crema-d_1078_disgust_IWWXX,crema-d_1078_disgust_IWWXX,That is exactly what happened.
crema-d_1078_disgust_MTIXX,crema-d_1078_disgust_MTIXX,I think I have a doctor's appointment.
crema-d_1078_disgust_TAIXX,crema-d_1078_disgust_TAIXX,Don't forget a jacket.
crema-d_1078_disgust_TIEXX,crema-d_1078_disgust_TIEXX,I would like a new alarm clock.
crema-d_1078_disgust_TSIXX,crema-d_1078_disgust_TSIXX,We'll stop in a couple of minutes.
crema-d_1078_disgust_WSIXX,crema-d_1078_disgust_WSIXX,I wonder what this is about.
crema-d_1078_fear_DFAXX,crema-d_1078_fear_DFAXX,The airplane is almost full.
crema-d_1078_fear_IEOHI,crema-d_1078_fear_IEOMD,I would like a new alarm clock.
crema-d_1078_fear_IEOLO,crema-d_1078_fear_IEOMD,I think I've seen this before.
crema-d_1078_fear_IEOMD,crema-d_1078_fear_IEOMD,I would like a new alarm clock.
crema-d_1078_fear_IOMXX,crema-d_1078_fear_IOMXX,The surface is slick.
crema-d_1078_fear_ITHXX,crema-d_1078_fear_ITHXX,The airplane is almost full.
crema-d_1078_fear_ITSXX,crema-d_1078_fear_ITSXX,Maybe tomorrow it will be cold.
crema-d_1078_fear_IWLXX,crema-d_1078_fear_IWLXX,The surface is slick.
crema-d_1078_fear_IWWXX,crema-d_1078_fear_IWWXX,I think I've seen this before.
crema-d_1078_fear_MTIXX,crema-d_1078_fear_MTIXX,The surface is slick.
crema-d_1078_fear_TAIXX,crema-d_1078_fear_TAIXX,I think I've seen this before.
crema-d_1078_fear_TIEXX,crema-d_1078_fear_TIEXX,Don't forget a jacket.
crema-d_1078_fear_TSIXX,crema-d_1078_fear_TSIXX,The airplane is almost full.
crema-d_1078_fear_WSIXX,crema-d_1078_fear_WSIXX,The surface is slick.
crema-d_1078_happiness_DFAXX,crema-d_1078_happiness_DFAXX,I think I have a doctor's appointment.
crema-d_1078_happiness_IEOHI,crema-d_1078_happiness_IEOMD,Don't forget a jacket.
crema-d_1078_happiness_IEOLO,crema-d_1078_happiness_IEOMD,I think I've seen this before.
crema-d_1078_happiness_IEOMD,crema-d_1078_happiness_IEOMD,The airplane is almost full.
crema-d_1078_happiness_IOMXX,crema-d_1078_happiness_IOMXX,I wonder what this is about.
crema-d_1078_happiness_ITHXX,crema-d_1078_happiness_ITHXX,Don't forget a jacket.
crema-d_1078_happiness_ITSXX,crema-d_1078_happiness_ITSXX,I think I have a doctor's appointment.
crema-d_1078_happiness_IWLXX,crema-d_1078_happiness_IWLXX,We'll stop in a couple of minutes.
crema-d_1078_happiness_IWWXX,crema-d_1078_happiness_IWWXX,That is exactly what happened.
crema-d_1078_happiness_MTIXX,crema-d_1078_happiness_MTIXX,I think I have a doctor's appointment.
crema-d_1078_happiness_TAIXX,crema-d_1078_happiness_TAIXX,I think I've seen this before.
crema-d_1078_happiness_TIEXX,crema-d_1078_happiness_TIEXX,I wonder what this is about.
crema-d_1078_happiness_TSIXX,crema-d_1078_happiness_TSIXX,The airplane is almost full.
crema-d_1078_happiness_WSIXX,crema-d_1078_happiness_WSIXX,I think I've seen this before.
crema-d_1078_neutral_DFAXX,crema-d_1078_neutral_DFAXX,I wonder what this is about.
crema-d_1078_neutral_IEOXX,crema-d_1078_neutral_IEOXX,I think I've seen this before.
crema-d_1078_neutral_IOMXX,crema-d_1078_neutral_IOMXX,That is exactly what happened.
crema-d_1078_neutral_ITHXX,crema-d_1078_neutral_ITHXX,That is exactly what happened.
crema-d_1078_neutral_ITSXX,crema-d_1078_neutral_ITSXX,Don't forget a jacket.
crema-d_1078_neutral_IWLXX,crema-d_1078_neutral_IWLXX,I think I've seen this before.
crema-d_1078_neutral_IWWXX,crema-d_1078_neutral_IWWXX,I'm on my way to the meeting.
crema-d_1078_neutral_MTIXX,crema-d_1078_neutral_MTIXX,I think I've seen this before.
crema-d_1078_neutral_TAIXX,crema-d_1078_neutral_TAIXX,Don't forget a jacket.
crema-d_1078_neutral_TIEXX,crema-d_1078_neutral_TIEXX,The surface is slick.
crema-d_1078_neutral_TSIXX,crema-d_1078_neutral_TSIXX,I would like a new alarm clock.
crema-d_1078_neutral_WSIXX,crema-d_1078_neutral_WSIXX,I wonder what this is about.
crema-d_1078_sadness_DFAXX,crema-d_1078_sadness_DFAXX,I think I have a doctor's appointment.
crema-d_1078_sadness_IEOHI,crema-d_1078_sadness_IEOMD,Maybe tomorrow it will be cold.
crema-d_1078_sadness_IEOLO,crema-d_1078_sadness_IEOMD,I think I've seen this before.
crema-d_1078_sadness_IEOMD,crema-d_1078_sadness_IEOMD,I think I've seen this before.
crema-d_1078_sadness_IOMXX,crema-d_1078_sadness_IOMXX,I think I've seen this before.
crema-d_1078_sadness_ITHXX,crema-d_1078_sadness_ITHXX,The surface is slick.
crema-d_1078_sadness_ITSXX,crema-d_1078_sadness_ITSXX,I would like a new alarm clock.
crema-d_1078_sadness_IWLXX,crema-d_1078_sadness_IWLXX,That is exactly what happened.
crema-d_1078_sadness_IWWXX,crema-d_1078_sadness_IWWXX,That is exactly what happened.
crema-d_1078_sadness_MTIXX,crema-d_1078_sadness_MTIXX,I wonder what this is about.
crema-d_1078_sadness_TAIXX,crema-d_1078_sadness_TAIXX,It's eleven o'clock.
crema-d_1078_sadness_TIEXX,crema-d_1078_sadness_TIEXX,Maybe tomorrow it will be cold.
crema-d_1078_sadness_TSIXX,crema-d_1078_sadness_TSIXX,I would like a new alarm clock.
crema-d_1078_sadness_WSIXX,crema-d_1078_sadness_WSIXX,Maybe tomorrow it will be cold.
crema-d_1079_anger_DFAXX,crema-d_1079_anger_DFAXX,I think I've seen this before.
crema-d_1079_anger_IEOHI,crema-d_1079_anger_IEOMD,Maybe tomorrow it will be cold.
crema-d_1079_anger_IEOLO,crema-d_1079_anger_IEOMD,I think I've seen this before.
crema-d_1079_anger_IEOMD,crema-d_1079_anger_IEOMD,I'm on my way to the meeting.
crema-d_1079_anger_IOMXX,crema-d_1079_anger_IOMXX,I would like a new alarm clock.
crema-d_1079_anger_ITHXX,crema-d_1079_anger_ITHXX,Maybe tomorrow it will be cold.
crema-d_1079_anger_ITSXX,crema-d_1079_anger_ITSXX,We'll stop in a couple of minutes.
crema-d_1079_anger_IWLXX,crema-d_1079_anger_IWLXX,I think I've seen this before.
crema-d_1079_anger_IWWXX,crema-d_1079_anger_IWWXX,I think I have a doctor's appointment.
crema-d_1079_anger_MTIXX,crema-d_1079_anger_MTIXX,Don't forget a jacket.
crema-d_1079_anger_TAIXX,crema-d_1079_anger_TAIXX,I think I've seen this before.
crema-d_1079_anger_TIEXX,crema-d_1079_anger_TIEXX,I think I've seen this before.
crema-d_1079_anger_TSIXX,crema-d_1079_anger_TSIXX,I'm on my way to the meeting.
crema-d_1079_anger_WSIXX,crema-d_1079_anger_WSIXX,I think I've seen this before.
crema-d_1079_disgust_DFAXX,crema-d_1079_disgust_DFAXX,I think I've seen this before.
crema-d_1079_disgust_IEOHI,crema-d_1079_disgust_IEOMD,The airplane is almost full.
crema-d_1079_disgust_IEOLO,crema-d_1079_disgust_IEOMD,The surface is slick.
crema-d_1079_disgust_IEOMD,crema-d_1079_disgust_IEOMD,Maybe tomorrow it will be cold.
crema-d_1079_disgust_IOMXX,crema-d_1079_disgust_IOMXX,I wonder what this is about.
crema-d_1079_disgust_ITHXX,crema-d_1079_disgust_ITHXX,I think I've seen this before.
crema-d_1079_disgust_ITSXX,crema-d_1079_disgust_ITSXX,Maybe tomorrow it will be cold.
crema-d_1079_disgust_IWLXX,crema-d_1079_disgust_IWLXX,It's eleven o'clock.
crema-d_1079_disgust_IWWXX,crema-d_1079_disgust_IWWXX,It's eleven o'clock.
crema-d_1079_disgust_MTIXX,crema-d_1079_disgust_MTIXX,We'll stop in a couple of minutes.
crema-d_1079_disgust_TAIXX,crema-d_1079_disgust_TAIXX,I think I've seen this before.
crema-d_1079_disgust_TIEXX,crema-d_1079_disgust_TIEXX,We'll stop in a couple of minutes.
crema-d_1079_disgust_TSIXX,crema-d_1079_disgust_TSIXX,I think I have a doctor's appointment.
crema-d_1079_disgust_WSIXX,crema-d_1079_disgust_WSIXX,Don't forget a jacket.
crema-d_1079_fear_DFAXX,crema-d_1079_fear_DFAXX,Maybe tomorrow it will be cold.
crema-d_1079_fear_IEOHI,crema-d_1079_fear_IEOMD,Don't forget a jacket.
crema-d_1079_fear_IEOLO,crema-d_1079_fear_IEOMD,The surface is slick.
crema-d_1079_fear_IEOMD,crema-d_1079_fear_IEOMD,The surface is slick.
crema-d_1079_fear_IOMXX,crema-d_1079_fear_IOMXX,Don't forget a jacket.
crema-d_1079_fear_ITHXX,crema-d_1079_fear_ITHXX,I would like a new alarm clock.
crema-d_1079_fear_ITSXX,crema-d_1079_fear_ITSXX,I wonder what this is about.
crema-d_1079_fear_IWLXX,crema-d_1079_fear_IWLXX,That is exactly what happened.
crema-d_1079_fear_IWWXX,crema-d_1079_fear_IWWXX,That is exactly what happened.
crema-d_1079_fear_MTIXX,crema-d_1079_fear_MTIXX,That is exactly what happened.
crema-d_1079_fear_TAIXX,crema-d_1079_fear_TAIXX,I think I have a doctor's appointment.
crema-d_1079_fear_TIEXX,crema-d_1079_fear_TIEXX,The surface is slick.
crema-d_1079_fear_TSIXX,crema-d_1079_fear_TSIXX,I would like a new alarm clock.
crema-d_1079_fear_WSIXX,crema-d_1079_fear_WSIXX,Maybe tomorrow it will be cold.
crema-d_1079_happiness_DFAXX,crema-d_1079_happiness_DFAXX,I think I have a doctor's appointment.
crema-d_1079_happiness_IEOHI,crema-d_1079_happiness_IEOMD,I would like a new alarm clock.
crema-d_1079_happiness_IEOLO,crema-d_1079_happiness_IEOMD,I think I've seen this before.
crema-d_1079_happiness_IEOMD,crema-d_1079_happiness_IEOMD,That is exactly what happened.
crema-d_1079_happiness_IOMXX,crema-d_1079_happiness_IOMXX,I think I have a doctor's appointment.
crema-d_1079_happiness_ITHXX,crema-d_1079_happiness_ITHXX,That is exactly what happened.
crema-d_1079_happiness_ITSXX,crema-d_1079_happiness_ITSXX,I think I have a doctor's appointment.
crema-d_1079_happiness_IWLXX,crema-d_1079_happiness_IWLXX,We'll stop in a couple of minutes.
crema-d_1079_happiness_IWWXX,crema-d_1079_happiness_IWWXX,It's eleven o'clock.
crema-d_1079_happiness_MTIXX,crema-d_1079_happiness_MTIXX,It's eleven o'clock.
crema-d_1079_happiness_TAIXX,crema-d_1079_happiness_TAIXX,I would like a new alarm clock.
crema-d_1079_happiness_TIEXX,crema-d_1079_happiness_TIEXX,We'll stop in a couple of minutes.
crema-d_1079_happiness_TSIXX,crema-d_1079_happiness_TSIXX,I think I have a doctor's appointment.
crema-d_1079_happiness_WSIXX,crema-d_1079_happiness_WSIXX,I would like a new alarm clock.
crema-d_1079_neutral_DFAXX,crema-d_1079_neutral_DFAXX,I think I have a doctor's appointment.
crema-d_1079_neutral_IEOXX,crema-d_1079_neutral_IEOXX,The surface is slick.
crema-d_1079_neutral_IOMXX,crema-d_1079_neutral_IOMXX,I think I've seen this before.
crema-d_1079_neutral_ITHXX,crema-d_1079_neutral_ITHXX,Don't forget a jacket.
crema-d_1079_neutral_ITSXX,crema-d_1079_neutral_ITSXX,Maybe tomorrow it will be cold.
crema-d_1079_neutral_IWLXX,crema-d_1079_neutral_IWLXX,We'll stop in a couple of minutes.
crema-d_1079_neutral_IWWXX,crema-d_1079_neutral_IWWXX,It's eleven o'clock.
crema-d_1079_neutral_MTIXX,crema-d_1079_neutral_MTIXX,I'm on my way to the meeting.
crema-d_1079_neutral_TAIXX,crema-d_1079_neutral_TAIXX,I'm on my way to the meeting.
crema-d_1079_neutral_TIEXX,crema-d_1079_neutral_TIEXX,The airplane is almost full.
crema-d_1079_neutral_TSIXX,crema-d_1079_neutral_TSIXX,That is exactly what happened.
crema-d_1079_neutral_WSIXX,crema-d_1079_neutral_WSIXX,I think I've seen this before.
crema-d_1079_sadness_DFAXX,crema-d_1079_sadness_DFAXX,That is exactly what happened.
crema-d_1079_sadness_IEOHI,crema-d_1079_sadness_IEOMD,I think I've seen this before.
crema-d_1079_sadness_IEOLO,crema-d_1079_sadness_IEOMD,I wonder what this is about.
crema-d_1079_sadness_IEOMD,crema-d_1079_sadness_IEOMD,The surface is slick.
crema-d_1079_sadness_IOMXX,crema-d_1079_sadness_IOMXX,It's eleven o'clock.
